Vol,L/H,W/H,Inclination,Stiffness_N/mm,Modulus_MPa,plaload_N,yield_stress_MPa
0.15,1.8,0.8,26.915678826210627,6732.3828271053735,467.52658521565087,1367.8585432330588,9.499017661340686
0.15,1.8,0.6,27.79130564477921,5664.977173257406,524.5349234497598,1089.790356023138,10.090651444658684
0.15,1.6,1.0,27.92354230053091,7766.199708243784,485.3874817652365,1588.8450240739767,9.930281400462354
0.15,1.4,1.2,28.472134424573003,8330.225476203159,495.8467545359025,1705.0854159121093,10.149317951857796
0.15,1.6,0.8,29.20593224739942,7170.864414216761,560.2237823606845,1382.3525710919282,10.79962946165569
0.15,1.4,1.0,30.16678998363456,8063.723245542771,575.9802318244837,1565.9669351916584,11.185478108511843
0.15,1.6,0.6,30.336415617311182,6084.768730518517,633.8300760956789,1109.7413830612213,11.55980607355439
0.15,1.2,1.2,30.508958866202807,8413.279092555751,584.2554925385938,1632.9305378204294,11.339795401530758
0.15,1.4,0.8,31.806100019378505,7502.709083470999,669.8847395956249,1372.1590833314956,12.251420386888356
0.15,1.2,1.0,32.626737706531074,8235.275578639505,686.2729648866252,1511.806571647791,12.598388097064927
0.15,1.4,0.6,33.28618674564031,6445.987984528022,767.3795219676217,1109.2052299252118,13.204824165776332
0.15,1.2,0.8,34.736481281257966,7713.410033633228,803.4802118367944,1331.0868157745394,13.865487664318122
0.15,1.0,1.0,35.26438968275465,8154.7440330606405,815.474403306064,1407.3235268868686,14.073235268868682
0.15,1.2,0.6,36.69922520048989,6695.707349764371,929.9593541339405,1081.100306710675,15.015282037648266
0.15,1.0,0.8,37.9851672993556,7723.333333333334,965.4166666666667,1244.6967679111485,15.558709598889356
0.15,1.2,0.4,38.32881810145589,5028.296781757782,1047.5618295328713,753.5435837765402,15.698824662011257
0.15,0.8,0.8,41.4729343089405,7411.824460001104,1158.0975718751724,1097.677398347269,17.151209349176078
0.15,0.8,0.6,45.0,6599.803613006136,1374.959086042945,888.7139743906587,18.51487446647205
0.15,0.8,0.4,48.18968510422141,5087.203505761785,1589.7510955505575,621.0588159268691,19.40808799771466
0.15,0.6,0.6,49.684457789227416,5975.696688590656,1659.9157468307376,716.9697457188315,19.915826269967546
0.15,0.6,0.4,54.20424008529293,4717.7871480235635,1965.7446450098175,505.09649120428435,21.045687133511848
0.15,0.4,0.4,60.50379150343357,3832.390897211232,2395.24431075702,359.0817707107597,22.44261066942249
0.175,3.0,3.0,13.262676008304846,9695.37390212141,107.72637669023788,3346.716847211401,3.7185742746793338
0.175,3.0,2.8,13.695206426775814,9965.377543353585,118.6354469446855,3324.340115126572,3.9575477561030623
0.175,3.0,2.6,14.138459846902142,10199.211494723348,130.7591217272224,3285.103492938895,4.211671144793455
0.175,2.8,2.8,14.173031623698508,10265.344867211688,130.9355212654552,3310.4333215306865,4.222491481544243
0.175,3.0,2.4,14.589757475183662,10398.344399004583,144.42144998617476,3229.6709208931406,4.485654056796029
0.175,2.8,2.6,14.666055083851841,10539.472018733288,144.77296729029243,3286.0294792872637,4.5137767572627245
0.175,3.0,2.2,15.0455615100185,10536.926479165317,159.65040119947452,3155.8007684841773,4.781516315885118
0.175,2.6,2.6,15.214413958603174,10865.835377072393,160.7372097200058,3265.09469023882,4.830021731122513
0.175,3.0,2.0,15.501359566936994,10591.360677691613,176.52267796152688,3042.804644776772,5.071341074627955
0.175,2.6,2.4,15.781178507072331,11143.894150278618,178.58804728010608,3228.129107254072,5.17328382572768
0.175,3.0,1.8,15.95157693759426,10536.572690658697,195.12171649367957,2907.9925190731465,5.385171331616938
0.175,2.8,2.0,16.204873488444914,11064.461262986057,197.57966541046525,3070.1429893973914,5.482398195352484
0.175,2.6,2.2,16.36277217931466,11383.233789309186,199.0075837291816,3170.205410898207,5.542317151919942
0.175,3.0,1.6,16.389540334034788,10344.13340415347,215.50277925319733,2739.970815153404,5.708272531569593
0.175,2.4,2.4,16.416440373585466,11485.4859057039,199.40079697402604,3205.4004332526442,5.5649313077302835
0.175,2.8,1.8,16.7213654139418,11044.31637301718,219.1332613693885,2945.4819480725896,5.844210214429741
0.175,3.0,1.4,16.80752146828809,9990.461270513879,237.86812548842568,2535.5193205296373,6.036950763165803
0.175,2.6,2.0,16.954124700703453,11522.0904935129,221.57866333678655,3086.5392995650154,5.93565249916349
0.175,2.4,2.2,17.074212172473526,11764.772040630005,222.81765228465915,3161.0020975141388,5.986746396807081
0.175,3.0,1.2,17.19689003880293,9415.855931402926,261.55155365008125,2290.754205394968,6.3632061260971335
0.175,2.8,1.6,17.227975230647665,10889.637936211573,243.07227536186542,2787.5558403524165,6.222222857929501
0.175,2.6,1.8,17.5484006137923,11548.385780449817,246.76037992414138,2972.387643739686,6.351255649016425
0.175,3.0,1.0,17.5484006137923,8625.421178163095,287.5140392721032,2001.8127335355796,6.672709111785265
0.175,2.8,1.4,17.715472343667894,10556.017503437512,269.28616080197736,2590.271194295006,6.607834679323995
0.175,2.4,2.0,17.74946346093209,11953.659090909092,249.03456439393935,3089.734167293857,6.436946181862202
0.175,2.2,2.2,17.818037345541306,12087.395202634776,249.73957030237136,3130.4117559461884,6.4677928841863395
0.175,2.6,1.6,18.136772225207924,11440.647671117651,275.01556901725127,2825.685573459027,6.792513397738047
0.175,2.8,1.2,18.173253921893558,10011.905359563374,297.9733737965289,2350.698780454805,6.996127322782159
0.175,2.4,1.8,18.434948822922014,12032.800570281577,278.53705023799944,2988.793021751695,6.918502365165961
0.175,2.8,1.0,18.58966564543438,9204.53427030432,328.73336679658286,2062.506148978324,7.3660933892083005
0.175,2.2,2.0,18.58966564543438,12340.73746881006,280.47130610931947,3072.767247780368,6.983561926773564
0.175,2.6,1.4,18.708296808613483,11133.960768821258,305.8780430994851,2636.437305520965,7.242959630552101
0.175,2.4,1.6,19.120798196476322,11981.445227318984,312.0168027947652,2852.695026308042,7.428893297677193
0.175,2.6,1.2,19.249975204623933,10609.996172144149,340.063979876415,2403.988849770169,7.70509246721208
0.175,2.2,1.8,19.38180943104909,12485.976629335824,315.302440134743,2987.597631832169,7.544438464222648
0.175,2.0,2.0,19.47122063449069,12659.787493400227,316.49468733500566,3033.028112909206,7.582570282273015
0.175,2.6,1.0,19.747076187144614,9814.849981010251,377.4942300388559,2121.8249511993627,8.160865196920625
0.175,2.4,1.4,19.794203455088404,11721.226269766323,348.8460199335214,2676.98064810237,7.967204309828483
0.175,2.2,1.6,20.18379677209278,12490.299512772412,354.8380543401253,2872.6116911557324,8.160828668056057
0.175,2.0,1.8,20.387435900130946,12876.31782857691,357.67549523824744,2963.9969075268627,8.233324743130174
0.175,2.4,1.2,20.43931757325825,11213.245582214851,389.34880493801575,2449.8632351477936,8.506469566485395
0.175,2.2,1.4,20.980944414175745,12296.719568981502,399.24414185004883,2708.918900823901,8.795191236441237
0.175,2.4,1.0,21.037511025421818,10428.537311190004,434.52238796625016,2174.087940723578,9.058699753014908
0.175,2.0,1.6,21.327384083465386,12943.402460899391,404.4813269031061,2858.883616715196,8.934011302234989
0.175,1.8,1.8,21.44674152103804,13157.015809498302,406.08073486105866,2912.7035969033927,8.989825916368494
0.175,2.4,0.8,21.568129435647887,9262.86199981112,482.4407291568292,1837.7200119052538,9.571458395339867
0.175,2.2,1.2,21.754146732684802,11824.759953494802,447.9075739960152,2488.795456258012,9.427255516128833
0.175,2.0,1.4,22.27478931554221,12794.726231623514,456.9545082722683,2709.7574288935393,9.677705103191212
0.175,2.2,1.0,22.479915805463506,11049.879482789693,502.2672492177133,2219.6090015595373,10.089131825270623
0.175,1.8,1.6,22.54956392201365,13293.262388053165,461.57161069629035,2824.5580494498,9.807493227256249
0.175,2.2,0.8,23.131147673094745,9871.325626914537,560.8707742565077,1886.3000701471342,10.717614034926898
0.175,2.0,1.2,23.207062520880637,12389.700239331014,516.2375099721255,2511.28706564535,10.463696106855622
0.175,1.8,1.4,23.67884501003002,13221.885888563991,524.678011450952,2694.4872122501292,10.69240957242115
0.175,1.6,1.6,23.84263602379236,13496.512706574895,527.2075276005818,2756.9755565542896,10.769435767790194
0.175,2.0,1.0,24.094842552110705,11644.399376160063,582.2199688080033,2251.748895205467,11.258744476027337
0.175,1.8,1.2,24.8087480538268,12889.519091550896,596.7369949792081,2513.191393013319,11.635145338024627
0.175,2.0,0.8,24.90253602554341,10471.402353916952,654.4626471198094,1926.5966105570808,12.041228815981755
0.175,1.6,1.4,25.19043704179875,13506.945487084937,602.9886378162918,2645.570661385293,11.810583309755774
0.175,1.8,1.0,25.90319999107772,12196.18651641002,677.5659175783344,2268.161040876189,12.600894671534384
0.175,1.6,1.2,26.56505117707799,13246.29893317084,689.9114027693146,2482.1785874140533,12.928013476114858
0.175,1.4,1.4,26.797257587643,13602.496068249493,694.0049014413008,2557.069140855246,13.04627112681248
0.175,1.8,0.8,26.915678826210627,11037.356955130208,766.4831218840422,1950.1674346211703,13.54282940709146
0.175,1.8,0.6,27.79130564477921,9271.660730647083,858.4871046895447,1552.7390970607519,14.377213861673631
0.175,1.6,1.0,27.92354230053091,12613.5380766723,788.3461297920187,2255.2108901480656,14.09506806342541
0.175,1.4,1.2,28.472134424573003,13448.446689361304,800.502779128649,2415.038560047347,14.375229524091349
0.175,1.6,0.8,29.20593224739942,11514.507442551652,899.5708939493477,1951.6303862557536,15.247112392623075
0.175,1.4,1.0,30.16678998363456,12902.853653947868,921.6324038534192,2208.7720462381963,15.776943187415686
0.175,1.6,0.6,30.336415617311182,9746.401365759,1015.2501422665623,1563.0216730765655,16.281475761214224
0.175,1.2,1.2,30.508958866202807,13380.391067223809,929.1938241127644,2297.322218534003,15.953626517597241
0.175,1.4,0.8,31.806100019378505,11872.391850299287,1060.034986633865,1921.8883363213486,17.159717288583472
0.175,1.2,1.0,32.626737706531074,12928.15072975482,1077.345894146235,2109.689927833976,17.580749398616472
0.175,1.4,0.6,33.28618674564031,10120.280909466457,1204.7953463650542,1546.3334332030045,18.40873134765481
0.175,1.2,0.8,34.736481281257966,11994.716469589077,1249.449632248862,1844.5331352382157,19.213886825398077
0.175,1.0,1.0,35.26438968275465,12632.31792429592,1263.231792429592,1949.1482360435464,19.491482360435466
0.175,1.2,0.6,36.69922520048989,10313.699907619428,1432.4583205026984,1490.1581321462702,20.69664072425375
0.175,1.0,0.8,37.9851672993556,11808.223810074656,1476.0279762593316,1705.8281961297491,21.322852451621863
0.175,1.2,0.4,38.32881810145589,7714.683893580924,1607.2258111626925,1040.517308044381,21.677443917591273
0.175,1.0,0.6,40.61285517607672,10259.028811037468,1709.838135172911,1377.5643501716252,22.959405836193753
0.175,0.8,0.8,41.4729343089405,11169.978680540615,1745.3091688344712,1490.6956629393228,23.292119733426922
0.175,1.0,0.4,42.875988666635735,7756.379518825835,1939.0948797064584,963.9401449700407,24.098503624251016
0.175,0.8,0.6,45.0,9834.940182019498,2048.9458712540627,1200.4854198815503,25.01011291419897
0.175,0.8,0.4,48.18968510422141,7550.145396376092,2359.420436367529,843.2442309732654,26.351382217914548
0.175,0.6,0.6,49.684457789227416,8818.786448718105,2449.662902421696,969.0573265500748,26.918259070835408
0.175,0.6,0.4,54.20424008529293,6942.142717878729,2892.559465782804,687.660611914109,28.652525496421212
0.175,0.4,0.4,60.50379150343357,5640.3353633102515,3525.209602068908,492.64220553217774,30.79013784576111
0.2,3.0,3.0,13.262676008304846,15635.469141623445,173.72743490692716,4569.90985841054,5.077677620456155
0.2,3.0,2.8,13.695206426775814,15977.477734823811,190.2080682717121,4534.0783001152795,5.397712262042
0.2,3.0,2.6,14.138459846902142,16303.834027919322,209.02351317845287,4471.810333158014,5.7330901707154025
0.2,2.8,2.8,14.173031623698508,16378.63677752244,208.91118338676586,4508.961708837046,5.751226669435008
0.2,3.0,2.4,14.589757475183662,16543.912623906577,229.77656422092468,4382.47152118934,6.086766001651862
0.2,2.8,2.6,14.666055083851841,16742.380940731135,229.97776017487823,4453.2274718336175,6.117070703068157
0.2,3.0,2.2,15.0455615100185,16695.92171668177,252.9685108588147,4269.03033795237,6.4682277847763165
0.2,2.8,2.4,15.171668148157188,17038.11559843408,253.54338688145958,4380.249767927039,6.5182288213199975
0.2,2.6,2.6,15.214413958603174,17148.894371345028,253.6818693985951,4414.118153031603,6.529760581407695
0.2,3.0,2.0,15.501359566936994,16699.058488142018,278.31764146903356,4114.5601839504,6.8576003065840005
0.2,2.8,2.2,15.686227770169909,17232.705288489757,279.75170922872985,4277.0971117970585,6.943339467203015
0.2,2.6,2.4,15.781178507072331,17486.546226718692,280.23311260767133,4359.017258531076,6.985604580979287
0.2,3.0,1.8,15.95157693759426,16587.64480440702,307.17860748901893,3927.642833766627,7.273412655123383
0.2,2.8,2.0,16.204873488444914,17297.928675308864,308.8915834876583,4138.969950071652,7.391017767985095
0.2,2.6,2.2,16.36277217931466,17744.886506569655,310.22528857639264,4270.759205246847,7.466362246935048
0.2,3.0,1.6,16.389540334034788,16251.644581692888,338.5759287852685,3693.835811359193,7.695491273664984
0.2,2.4,2.4,16.416440373585466,17875.357122985777,310.3360611629476,4307.914991632404,7.479019082695147
0.2,2.8,1.8,16.7213654139418,17207.682965676515,341.42228106501017,3961.143188748075,7.859411088785863
0.2,3.0,1.4,16.80752146828809,15679.97217505166,373.3326708345634,3414.9979761675568,8.130947562303705
0.2,2.6,2.0,16.954124700703453,17854.03745288475,343.3468740939375,4142.0851068911215,7.965548282482924
0.2,2.4,2.2,17.074212172473526,18176.00067859531,344.24243709460814,4234.679051998158,8.020225477269237
0.2,3.0,1.2,17.19689003880293,14777.611786930986,410.48921630363856,3079.4465646063545,8.554018235017653
0.2,2.8,1.6,17.227975230647665,16932.305077696794,377.9532383414463,3740.181399701427,8.348619195762112
0.2,2.6,1.8,17.5484006137923,17832.174311407143,381.0293656283577,3981.451002074129,8.507373936055831
0.2,3.0,1.0,17.5484006137923,13551.279194273384,451.7093064757795,2692.612305288353,8.975374350961177
0.2,2.8,1.4,17.715472343667894,16366.557611560725,417.51422478471227,3467.9708447405483,8.846864399848336
0.2,2.4,2.0,17.74946346093209,18380.866211959517,382.93471274915674,4128.228485546616,8.60047601155545
0.2,2.2,2.2,17.818037345541306,18560.83307974397,383.4882867715697,4181.469927863908,8.639400677404769
0.2,2.6,1.6,18.136772225207924,17586.515060841808,422.7527658856205,3774.0187231635095,9.072160392219976
0.2,2.8,1.2,18.173253921893558,15493.765510976367,461.1239735409634,3143.358545676421,9.355233766894113
0.2,2.4,1.8,18.434948822922014,18405.06403368201,426.0431489278244,3986.028237189591,9.226917215716645
0.2,2.2,2.0,18.58966564543438,18805.478150390227,427.39723069068697,4093.5853608645866,9.303603092874061
0.2,2.8,1.0,18.58966564543438,14270.036534254756,509.64416193766976,2758.135766354248,9.850484879836598
0.2,2.6,1.4,18.708296808613483,17066.156745676908,468.85046004606886,3513.558444745559,9.652633089960329
0.2,2.4,1.6,19.120798196476322,18216.38299165272,474.3849737409562,3792.592389976167,9.8765426822296
0.2,2.6,1.2,19.249975204623933,16217.483716928127,519.7911447733375,3196.3477799930406,10.24470442305462
0.2,2.2,1.8,19.38180943104909,18902.848475286548,477.34465846683213,3967.281363981925,10.01838728278264
0.2,2.0,2.0,19.47122063449069,19127.94095246008,478.1985238115021,4022.4571518293383,10.056142879573347
0.2,2.6,1.0,19.747076187144614,14995.050338793233,576.7327053382012,2818.806392242147,10.841563047085183
0.2,2.4,1.4,19.794203455088404,17729.976657931293,527.6778767241453,3545.740415404506,10.552798855370556
0.2,2.2,1.6,20.18379677209278,18767.386311701823,533.1643838551654,3792.4517630616247,10.774010690515981
0.2,2.0,1.8,20.387435900130946,19302.801122061646,536.188920057268,3918.3345905310907,10.884262751475253
0.2,2.4,1.2,20.43931757325825,16924.211998155504,587.646249935955,3242.3379827082263,11.258117995514674
0.2,2.2,1.4,20.980944414175745,18353.69536487206,595.8992001581837,3564.1116274549304,11.571790998230295
0.2,2.4,1.0,21.037511025421818,15699.697989899993,654.1540829124998,2871.026322899781,11.962609678749088
0.2,2.0,1.6,21.327384083465386,19240.61075113991,601.2690859731223,3763.3771722199485,11.76055366318734
0.2,1.8,1.8,21.44674152103804,19555.65835678904,603.569702370032,3830.729029634646,11.823237745785944
0.2,2.4,0.8,21.568129435647887,13953.170750562898,726.7276432584844,2428.850580901227,12.65026344219389
0.2,2.2,1.2,21.754146732684802,17599.805531143065,666.6593004220857,3273.5537528300097,12.399824821325796
0.2,2.0,1.4,22.27478931554221,18905.374640265803,675.1919514380644,3555.9937758944543,12.699977771051623
0.2,2.2,1.0,22.479915805463506,16400.042946102643,745.4564975501199,2913.983463514048,13.245379379609306
0.2,1.8,1.6,22.54956392201365,19577.00844852865,679.7572377961336,3701.854413749959,12.853661158854024
0.2,2.2,0.8,23.131147673094745,14660.710762133509,832.9949296666767,2478.6054447126944,14.082985481322126
0.2,2.0,1.2,23.207062520880637,18207.649163270387,758.6520484695993,3286.003356842576,13.691680653510735
0.2,1.8,1.4,23.67884501003002,19310.381122480863,766.2849651778121,3514.3520387995827,13.945841423807865
0.2,1.6,1.6,23.84263602379236,19698.307530615675,769.4651379146749,3592.9053213411107,14.034786411488714
0.2,2.0,1.0,24.094842552110705,17041.24068916492,852.062034458246,2939.4782546173187,14.697391273086595
0.2,1.8,1.2,24.8087480538268,18676.868961895158,864.6698593469977,3264.4680359962877,15.113277944427258
0.2,2.0,0.8,24.90253602554341,15325.762880718445,957.8601800449028,2511.865777242748,15.699161107767171
0.2,1.6,1.4,25.19043704179875,19462.546524712194,868.8636841389372,3428.757495956401,15.306953106948216
0.2,1.8,1.0,25.90319999107772,17621.338347947145,978.9632415526194,2942.386586937471,16.346592149652615
0.2,1.6,1.2,26.56505117707799,18948.459867309397,986.8989514223642,3203.986242739215,16.687428347600083
0.2,1.4,1.4,26.797257587643,19372.804063945656,988.4083706094724,3294.8113546089703,16.81026201331107
0.2,1.8,0.8,26.915678826210627,15895.32252851272,1103.8418422578281,2525.6492561958544,17.539230945804547
0.2,1.8,0.6,27.79130564477921,13347.723497662782,1235.9003238576652,2009.9243780757665,18.61041090810895
0.2,1.6,1.0,27.92354230053091,17984.98137224464,1124.06133576529,2906.0320671604854,18.162700419753033
0.2,1.4,1.2,28.472134424573003,18929.925714108103,1126.7812925064347,3096.258303158611,18.430108947372684
0.2,1.6,0.8,29.20593224739942,16355.757240422496,1277.7935344080074,2510.4757414926235,19.61309173041112
0.2,1.4,1.0,30.16678998363456,18090.490447261654,1292.1778890901187,2821.434753343743,20.153105381026737
0.2,1.6,0.6,30.336415617311182,13810.188354661472,1438.5612869439033,2007.8884497611741,20.91550468501223
0.2,1.2,1.2,30.508958866202807,18646.275866082487,1294.8802684779505,2928.614435444514,20.33760024614246
0.2,1.4,0.8,31.806100019378505,16583.837366340253,1480.6997648518084,2452.370954354164,21.896169235305038
0.2,1.2,1.0,32.626737706531074,17901.85504262794,1491.8212535523278,2681.0654628114753,22.34221219009563
0.2,1.4,0.6,33.28618674564031,14118.066318427951,1680.7221807652322,1973.1142770120289,23.489455678714624
0.2,1.2,0.8,34.736481281257966,16512.104888018268,1720.0109258352368,2336.4140951143045,24.337646824107342
0.2,1.0,1.0,35.26438968275465,17317.6929930042,1731.7692993004196,2464.084496270687,24.640844962706872
0.2,1.2,0.6,36.69922520048989,14181.769343803819,1969.6901866394196,1887.1454761164675,26.210353834950933
0.2,1.0,0.8,37.9851672993556,16061.9294428803,2007.7411803600376,2148.6043651145287,26.857554563931608
0.2,1.2,0.4,38.32881810145589,10583.407074626188,2204.8764738804557,1321.5956670982696,27.533243064547282
0.2,0.8,0.8,41.4729343089405,15038.807989461317,2349.8137483533305,1870.162313445328,29.22128614758325
0.2,1.0,0.4,42.875988666635735,10495.601097471435,2623.900274367859,1219.1980282541385,30.479950706353463
0.2,0.8,0.6,45.0,13183.974239063631,2746.661299804923,1507.6451967373976,31.409274932029124
0.2,0.8,0.4,48.18968510422141,10123.225106267524,3163.507845708601,1066.8188310482221,33.33808847025694
0.2,0.6,0.6,49.684457789227416,11782.160501030847,3272.8223613974574,1221.6305970333428,33.93418325092619
0.2,0.6,0.4,54.20424008529293,9263.846153846154,3859.935897435898,873.313876192188,36.388078174674504
0.2,0.4,0.4,60.50379150343357,7571.061538461539,4731.913461538462,632.6773317400189,39.54233323375118
0.225,3.0,3.0,13.262676008304846,24573.71788892413,273.0413098769348,6047.554795615233,6.719505328461371
0.225,3.0,2.8,13.695206426775814,24988.051198225843,297.47679997887906,5979.455787525346,7.118399747053982
0.225,3.0,2.6,14.138459846902142,25320.617330865323,324.6232991136578,5889.477256620248,7.550611867461858
0.225,2.8,2.8,14.173031623698508,25418.77329751959,324.2190471622397,5927.560239885754,7.5606635712828485
0.225,3.0,2.4,14.589757475183662,25557.768974470688,354.9690135343152,5767.874705394897,8.010937090826246
0.225,2.8,2.6,14.666055083851841,25836.191569839186,354.89274134394486,5848.757423517634,8.034007449886861
